NACE Code,NACE Name,BICS Code,BICS Level,BICS Name,NACE_code_covered_EU_taxon,NACE_name_covered_EU_taxon,mapping _sectors_2dii
32.4,Manufacture of games and toys,11131010,4,"Dolls, Toys & Games",,,
32.4,Manufacture of games and toys,1113101010,5,Dolls & Stuff Toys,,,
32.4,Manufacture of games and toys,1113101011,5,"Games, Toys & Child Vehicles",,,
32.4,Manufacture of games and toys,11131011,4,Royalty Income - Toys & Games,,,
32.5,Manufacture of medical and dental instruments and supplies,151210,3,Health Care Supplies,,,
32.5,Manufacture of medical and dental instruments and supplies,15121010,4,Ophthalmic Goods,,,
32.5,Manufacture of medical and dental instruments and supplies,15121011,4,Surgical Appliances & Supplies,,,
32.5,Manufacture of medical and dental instruments and supplies,15121212,4,Orthopedic Devices,,,
32.5,Manufacture of medical and dental instruments and supplies,1512121210,5,Reconstructive Implants,,,
32.5,Manufacture of medical and dental instruments and supplies,151212121010,6,Dental Implants,,,
32.5,Manufacture of medical and dental instruments and supplies,151212121011,6,Hip Implants,,,
32.5,Manufacture of medical and dental instruments and supplies,151212121012,6,Knee Implants,,,
32.5,Manufacture of medical and dental instruments and supplies,1512121211,5,Spinal Devices,,,
32.5,Manufacture of medical and dental instruments and supplies,151213,3,Medical Equipment,,,
32.5,Manufacture of medical and dental instruments and supplies,15121310,4,Cosmetic Surgical Equipment,,,
32.5,Manufacture of medical and dental instruments and supplies,15121311,4,Dental Equipment,,,
32.5,Manufacture of medical and dental instruments and supplies,15121312,4,Medication Monitor & Delivery,,,
32.5,Manufacture of medical and dental instruments and supplies,15121314,4,Surgical & Medical Instruments,,,
32.99,Other manufacturing n.e.c.,11121114,4,Lawn & Garden Supplies,,,
32.99,Other manufacturing n.e.c.,11121211,4,Housewares,,,
32.99,Other manufacturing n.e.c.,1112121110,5,Crystal & Giftware,,,
32.99,Other manufacturing n.e.c.,1112121111,5,Cutlery & Flatware,,,
32.99,Other manufacturing n.e.c.,1112121113,5,Garden Products,,,
32.99,Other manufacturing n.e.c.,1112121114,5,Greet Cards & Gift Wrap,,,
32.99,Other manufacturing n.e.c.,1112121115,5,Home Decoration Products,,,
32.99,Other manufacturing n.e.c.,1112121116,5,Kitchen Utensils,,,
32.99,Other manufacturing n.e.c.,111213,3,Office Supplies,,,
32.99,Other manufacturing n.e.c.,11121310,4,Carbon Paper & Inked Ribbons,,,
32.99,Other manufacturing n.e.c.,11121314,4,Writing Instruments,,,
33.1,"Repair of fabricated metal products, machinery and equipment",161611,3,Industrial Maintenance Svcs,,,
33.12,Repair of machinery,16161112,4,Industrial Mach Equip Repair,,,
33.13,Repair of electronic and optical equipment,16161110,4,Elec Precision Equip Maint,,,
33.15,Repair and maintenance of ships and boats,16141211,4,Marine Parts & Services,,,
33.16,Repair and maintenance of aircraft and spacecraft,1617161010,5,Support Services - Air Transp,,,
33.19,Repair of other equipment,16161111,4,Energy Facilities & Ntwrk Maint,,,
35,"Electricity, gas, steam and air conditioning supply",191012,3,Utility Networks,,,
35,"Electricity, gas, steam and air conditioning supply",191013,3,Elec & Gas Mktg & Trading,,,
35,"Electricity, gas, steam and air conditioning supply",19101310,4,Energy Trading,,,
35,"Electricity, gas, steam and air conditioning supply",19101313,4,Other Elec & Gas Mktg &Trading,,,
35.1,"Electric power generation, transmission and distribution",191010,3,Integrated Utilities,,,
35.11,Production of electricity,191011,3,Power Generation,,,
35.11,Production of electricity,19101110,4,Fossil Electric Generation,,,
35.11,Production of electricity,1910111010,5,Fossil Electric - Regulated,,,
35.11,Production of electricity,191011101010,6,Coal & Lignite Electric - Reg,,,
35.11,Production of electricity,191011101011,6,Gas Electric - Regulated,,,
35.11,Production of electricity,191011101012,6,Multi-Fuel Electric - Reg,,,
35.11,Production of electricity,191011101013,6,Oil Electric - Regulated,,,
35.11,Production of electricity,1910111011,5,Fossil Electric - Unreg,,,
35.11,Production of electricity,191011101110,6,Coal & Lignite Elec - Unreg,,,
35.11,Production of electricity,191011101111,6,Gas Electric - Unregulated,,,
35.11,Production of electricity,191011101112,6,Multi-Fuel Electric - Unreg,,,
35.11,Production of electricity,191011101113,6,Oil Electric - Unregulated,,,
35.11,Production of electricity,19101111,4,Nuclear Power Generation,,,
35.11,Production of electricity,1910111110,5,Nuclear Power - Regulated,,,
35.11,Production of electricity,1910111111,5,Nuclear Power - Unregulated,,,
35.11,Production of electricity,19101112,4,Renewable Energy Generation,,,
35.11,Production of electricity,1910111210,5,Solar Energy Generation,,,
35.11,Production of electricity,191011121010,6,Solar Energy - Regulated,,,
35.11,Production of electricity,191011121011,6,Solar Energy - Unregulated,,,
35.11,Production of electricity,1910111211,5,Wind Energy Generation,,,
35.11,Production of electricity,191011121110,6,Wind Energy - Regulated,,,
35.11,Production of electricity,191011121111,6,Wind Energy - Unregulated,,,
35.11,Production of electricity,1910111212,5,Geothermal Energy Generation,,,
35.11,Production of electricity,191011121210,6,Geothermal - Regulated,,,
35.11,Production of electricity,191011121211,6,Geothermal - Unregulated,,,
35.11,Production of electricity,1910111213,5,Hydropower Generation,,,
35.11,Production of electricity,191011121310,6,Hydropower Energy - Reg,,,
35.11,Production of electricity,191011121311,6,Hydropower Energy - Unreg,,,
35.11,Production of electricity,1910111214,5,Marine Energy Generation,,,
35.11,Production of electricity,191011121410,6,Marine Energy - Regulated,,,
35.11,Production of electricity,191011121411,6,Marine Energy - Unregulated,,,
35.11,Production of electricity,1910111215,5,Biomass & Waste Energy Gen,,,
35.11,Production of electricity,191011121510,6,Biomass & Waste - Regulated,,,
35.11,Production of electricity,191011121511,6,Biomass & Waste - Unreg,,,
35.11,Production of electricity,19101113,4,Other Power Generation Oper,,,
35.12,Transmission of electricity,1910121010,5,Electricity Transmission,,,
35.13,Distribution of electricity,19101210,4,Electricity Networks,,,
35.13,Distribution of electricity,1910121011,5,Electricity Distribution,,,
35.13,Distribution of electricity,19101214,4,Power Storage,,,
35.14,Trade of electricity,19101311,4,Electricity Marketing,,,
35.14,Trade of electricity,1910131110,5,Electricity Mktg - Retail,,,
35.14,Trade of electricity,1910131111,5,Electricity Mktg - Wholesale,,,
35.22,Distribution of gaseous fuels through mains,19101211,4,Gas Utilities,,,
35.22,Distribution of gaseous fuels through mains,1910121110,5,Gas Transmission & Storage,,,
35.22,Distribution of gaseous fuels through mains,191012111010,6,Pipeline Operations,,,
35.22,Distribution of gaseous fuels through mains,191012111011,6,Natural Gas Storage,,,
35.22,Distribution of gaseous fuels through mains,1910121111,5,Gas Distribution,,,
35.22,Distribution of gaseous fuels through mains,191012111110,6,Propane Gas Distributors,,,
35.22,Distribution of gaseous fuels through mains,191012111111,6,Natural Gas Distributors,,,
35.23,Trade of gas through mains,19101312,4,Gas Marketing,,,
35.23,Trade of gas through mains,1910131210,5,Gas Marketing - Retail & Whslr,,,
35.23,Trade of gas through mains,1910131211,5,Gas Midstream Wholesale,,,
35.3,Steam and air conditioning supply,19101213,4,District Heating & Cooling,,,
35.3,Steam and air conditioning supply,1910121310,5,Chilled Water,,,
35.3,Steam and air conditioning supply,1910121311,5,Steam,,,
36,"Water collection, treatment and supply",19101212,4,Water Networks,,,
36,"Water collection, treatment and supply",1910121211,5,Water Supply Networks,,,
36,"Water collection, treatment and supply",1910121212,5,Contract Management Fees,,,
37,Sewerage,1910121210,5,Water Sewage Networks,,,
38,"Waste collection, treatment and disposal activities; materials recovery",161812,3,Waste Management,,,
38,"Waste collection, treatment and disposal activities; materials recovery",16181210,4,Hazardous Waste Collect & Treat,,,
38.1,Waste collection,16181213,4,Other Waste Management Svcs,,,
38.1,Waste collection,1618121310,5,Septic Tank Services,,,
38.1,Waste collection,1618121311,5,Other Waste Collection,,,
38.11,Collection of non-hazardous waste,16181212,4,Solid Waste Collection & Treat,,,
38.11,Collection of non-hazardous waste,1618121210,5,Recycling Facilities,,,
38.11,Collection of non-hazardous waste,1618121211,5,Remediation Services,,,
38.11,Collection of non-hazardous waste,1618121212,5,Solid Waste Collection,,,
38.11,Collection of non-hazardous waste,1618121213,5,Solid Waste Incinerators,,,
38.11,Collection of non-hazardous waste,1618121214,5,Solid Waste Landfill,,,
38.11,Collection of non-hazardous waste,1618121215,5,Solid Waste Transfer,,,
38.12,Collection of hazardous waste,1618121010,5,Hazardous Waste Collection,,,
38.22,Treatment and disposal of hazardous waste,1618121011,5,Hazardous Waste Treat & Disp,,,
38.3,Materials recovery,16181211,4,Recyclable Materials,,,
41.2,Construction of residential and non-residential buildings,111210,3,Homebuilders,,,
41.2,Construction of residential and non-residential buildings,11121010,4,Single Family Home Const,,,
41.2,Construction of residential and non-residential buildings,11121011,4,Multifamily Home Construction,,,
41.2,Construction of residential and non-residential buildings,11121013,4,Land Sales,,,
41.2,Construction of residential and non-residential buildings,11121116,4,Residential Remodel,,,
41.2,Construction of residential and non-residential buildings,161513,3,Non-Residential Bldg Const,,,
41.2,Construction of residential and non-residential buildings,16151310,4,Commercial Building Const,,,
41.2,Construction of residential and non-residential buildings,16151311,4,Hotel Const & Development,,,
41.2,Construction of residential and non-residential buildings,16151312,4,Indoor Sports Facilities Const,,,
41.2,Construction of residential and non-residential buildings,16151313,4,Industrial Buildings Const,,,
41.2,Construction of residential and non-residential buildings,16151314,4,Institutional Buildings Const,,,
41.2,Construction of residential and non-residential buildings,16151315,4,Logistics & Related Bldg Const,,,
42,Civil engineering,161512,3,Infrastructure Construction,,,
42.1,Construction of roads and railways,16151213,4,Transportation Infra Const,,,
42.11,Construction of roads and motorways,1615121310,5,Airport & Highway Const,,,
42.12,Construction of railways and underground railways,1615121312,5,Railway/Tunnel/Subway Const,,,
42.13,Construction of bridges and tunnels,16151215,4,Other Infrastructure Const,,,
42.13,Construction of bridges and tunnels,1615121511,5,Military Facilities Construction,,,
42.13,Construction of bridges and tunnels,1615121512,5,Nuclear Waste Disp Plants Const,,,
42.13,Construction of bridges and tunnels,1615121513,5,Outdoor Sports Facilities Const,,,
42.2,Construction of utility projects,16151214,4,Utility Line Construction,,,
42.2,Construction of utility projects,1615121411,5,Gas Utility Line Construction,,,
42.21,Construction of utility projects for fluids,1615121412,5,Water Utility Line Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,131112,3,Renewable Energy Project Dev,,,
42.22,Construction of utility projects for electricity and telecommunications,13111210,4,Development & Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,1311121010,5,Biomass Plant Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,1311121011,5,Solar Plant Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,1311121012,5,Wind Farm Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,1311121013,5,Other Renew Energy Plant Const,,,
42.22,Construction of utility projects for electricity and telecommunications,13111211,4,Operations & Maintenance,,,
42.22,Construction of utility projects for electricity and telecommunications,13111212,4,Special Maint & Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,16151210,4,Communication Infra Const,,,
42.22,Construction of utility projects for electricity and telecommunications,1615121010,5,Cable Line Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,1615121011,5,Comm & Transmission Const,,,
42.22,Construction of utility projects for electricity and telecommunications,1615121012,5,Network Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,1615121210,5,Power Plant Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,1615121211,5,Nuclear Power Construction,,,
42.22,Construction of utility projects for electricity and telecommunications,1615121410,5,Electric Utility Line Const,,,
42.91,Construction of water projects,1615121311,5,Maritime Construction,,,
42.99,Construction of other civil engineering projects n.e.c.,16151212,4,Energy Infra Construction,,,
42.99,Construction of other civil engineering projects n.e.c.,1615121212,5,Oil & Gas Infra Construction,,,
42.99,Construction of other civil engineering projects n.e.c.,1615121510,5,Land Subdivision,,,
43,Specialised construction activities,161510,3,Building Sub Contractors,,,
43.12,Site preparation,1615101014,5,Site Preparation Contractors,,,
43.2,"Electrical, plumbing and other construction installation activities",16151012,4,Mechanical Systems Contractors,,,
43.21,Electrical installation,1615101210,5,Electrical Contractors,,,
43.22,"Plumbing, heat and air conditioning installation",1615101211,5,"Plumb, Heating & A/C Contr",,,
43.29,Other construction installation,1615101212,5,Other Bldg Equip Contractors,,,
43.3,Building completion and finishing,16151010,4,Bldg Finishing Contractors,,,
43.3,Building completion and finishing,1615101010,5,Carpentry Contractors,,,
43.3,Building completion and finishing,1615101011,5,Drywall & Insulation Contractors,,,
43.33,Floor and wall covering,1615101012,5,Flooring Contractors,,,
43.33,Floor and wall covering,1615101015,5,Tile & Terrazzo Contractors,,,
43.34,Painting and glazing,1615101013,5,Painting & Wall Covering Contr,,,
43.9,Other specialised construction activities,16151011,4,Bldg Structure Contractors,,,
43.9,Other specialised construction activities,1615101110,5,Exterior Building Contractors,,,
43.9,Other specialised construction activities,1615101111,5,Foundation & Structure Contr,,,
43.9,Other specialised construction activities,1615101112,5,Steel Contractors,,,
43.99,Other specialised construction activities n.e.c.,1615101016,5,Waterproof & Wthr Prep Contr,,,
43.99,Other specialised construction activities n.e.c.,1615101017,5,Other Specialty Trade Contr,,,
45,Wholesale and retail trade and repair of motor vehicles and motorcycles,112010,3,Automotive Retailers,,,
45.11,Sale of cars and light motor vehicles,111911,3,Automotive Wholesalers,,,
45.11,Sale of cars and light motor vehicles,11191110,4,Auto & Motor Vehicles Whslrs,,,
45.11,Sale of cars and light motor vehicles,11201012,4,Car Dealers,,,
45.11,Sale of cars and light motor vehicles,11201014,4,Other Motor Vehicle Dealers,,,
45.2,Maintenance and repair of motor vehicles,11201011,4,Auto Repair Centers,,,
45.31,Wholesale trade of motor vehicle parts and accessories,11191111,4,Mot Veh Parts (Used) Whslrs,,,
45.31,Wholesale trade of motor vehicle parts and accessories,11191112,4,Motor Vehicle Supplies Whslrs,,,
45.31,Wholesale trade of motor vehicle parts and accessories,11191113,4,Tire Wholesalers,,,
45.32,Retail trade of motor vehicle parts and accessories,11201010,4,Auto Parts & Accessories Stores,,,
46,"Wholesale trade, except of motor vehicles and motorcycles",111915,3,Import & Export,,,
46,"Wholesale trade, except of motor vehicles and motorcycles",121112,3,Other Wholesalers - Staples,,,
46.17,"Sale of food, beverages and tobacco",121111,3,Food Products Wholesalers,,,
46.19,Agents involved in the sale of a variety of goods,111914,3,Other Wholesalers,,,
46.2,Wholesale of agricultural raw materials and live animals,121110,3,Agricultural Products Whslrs,,,
46.2,Wholesale of agricultural raw materials and live animals,12111010,4,Farm Supplies Wholesalers,,,
46.2,Wholesale of agricultural raw materials and live animals,12111013,4,Other Farm Raw Material Whslrs,,,
46.21,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",12111011,4,Grain & Field Bean Whslrs,,,
46.22,Wholesale of flowers and plants,11191412,4,Florist Supply Wholesalers,,,
46.23,Wholesale of live animals,12111012,4,Livestock Wholesalers,,,
46.3,"Wholesale of food, beverages and tobacco",12111117,4,Packaged Frozen Food Whslrs,,,
46.31,Wholesale of fruit and vegetables,12111114,4,Fresh Fruit & Vegetable Whslrs,,,
46.32,Wholesale of meat and meat products,12111116,4,Meat Products Wholesalers,,,
46.32,Wholesale of meat and meat products,12111118,4,Poultry Products Wholesalers,,,
46.33,"Wholesale of dairy products, eggs and edible oils and fats",12111112,4,Dairy Prods Whslrs (ex Dry/Can),,,
46.34,Wholesale of beverages,12111110,4,Beer & Ale Wholesalers,,,
46.34,Wholesale of beverages,12111120,4,Wine & Distilled Alcohol Whslrs,,,
46.35,Wholesale of tobacco products,12111119,4,Tobacco Products Wholesalers,,,
46.36,Wholesale of sugar and chocolate and sugar confectionery,12111111,4,Confectionery Wholesalers,,,
46.38,"Wholesale of other food, including fish, crustaceans and molluscs",12111113,4,Fish & Seafood Wholesalers,,,
46.39,"Non-specialised wholesale of food, beverages and tobacco",12111115,4,General-Line Grocery Whslrs,,,
46.39,"Non-specialised wholesale of food, beverages and tobacco",12111121,4,Other Grocery Products Whslrs,,,
46.4,Wholesale of household goods,111913,3,Home & Office Product Whslrs,,,
46.41,Wholesale of textiles,11191411,4,Fabric & Textile Wholesalers,,,
46.42,Wholesale of clothing and footwear,111910,3,Apparel & Footwear Whslrs,,,
46.42,Wholesale of clothing and footwear,11191010,4,Clothing & Accessories Whslrs,,,
46.42,Wholesale of clothing and footwear,11191011,4,Footwear Wholesalers,,,
46.43,Wholesale of electrical household appliances,111912,3,Consumer Elec & Applc Whslrs,,,
46.43,Wholesale of electrical household appliances,11191211,4,Photo Equip & Supplies Whslrs,,,
46.46,Wholesale of pharmaceutical goods,151112,3,Health Care Supply Chain,,,
46.46,Wholesale of pharmaceutical goods,15111210,4,Health Care Distribution,,,
46.46,Wholesale of pharmaceutical goods,1511121010,5,Medical Equip Distribution,,,
46.46,Wholesale of pharmaceutical goods,1511121011,5,Medical Supp Distribution,,,
46.46,Wholesale of pharmaceutical goods,1511121012,5,Pharma & Specialty Distribution,,,
46.46,Wholesale of pharmaceutical goods,151112101210,6,Pharmaceutical Distribution,,,
46.46,Wholesale of pharmaceutical goods,151112101211,6,Specialty Distribution,,,
46.46,Wholesale of pharmaceutical goods,15111211,4,Pharmacy Benefits Mgmt (PBM),,,
46.47,"Wholesale of furniture, carpets and lighting equipment",11191310,4,Furniture Wholesalers,,,
46.47,"Wholesale of furniture, carpets and lighting equipment",11191312,4,Home Furnishing Wholesalers,,,
46.48,Wholesale of watches and jewelry,11191414,4,Jewelry Wholesalers,,,
46.49,Wholesale of other household goods,11191315,4,Print & Writing Paper Whslrs,,,
46.49,Wholesale of other household goods,11191316,4,Stationery & Office Supp Whslrs,,,
46.49,Wholesale of other household goods,11191410,4,"Book, Periodical & News Whslrs",,,
46.49,Wholesale of other household goods,11191416,4,Sporting Goods Wholesalers,,,
46.49,Wholesale of other household goods,11191417,4,Toys & Games Whslrs,,,
46.5,Wholesale of information and communication equipment,181311,3,Technology Distributors,,,
46.51,"Wholesale of computers, computer peripheral equipment and software",11191210,4,Computer & Software Whslrs,,,
46.52,Wholesale of electronic and telecommunications equipment and parts,11191313,4,Office Equip Wholesalers,,,
46.6,"Wholesale of other machinery, equipment and supplies",161610,3,Industrial Distribution & Rental,,,
46.6,"Wholesale of other machinery, equipment and supplies",16161010,4,Industrial Machinery Distr,,,
46.6,"Wholesale of other machinery, equipment and supplies",1616101013,5,Transport Equip & Supply Distr,,,
46.6,"Wholesale of other machinery, equipment and supplies",16161011,4,Industrial Supplies Distributors,,,
46.6,"Wholesale of other machinery, equipment and supplies",1616101110,5,Industrial Equip & Supplies Distr,,,
46.6,"Wholesale of other machinery, equipment and supplies",161610111011,6,Electrical Supplies Distr,,,
46.6,"Wholesale of other machinery, equipment and supplies",161610111012,6,Janitorial & Sanit Supp Distr,,,
46.6,"Wholesale of other machinery, equipment and supplies",161610111013,6,Plumbing & Related Supp Distr,,,
46.6,"Wholesale of other machinery, equipment and supplies",161610111014,6,Other Indus Supplies Distr,,,
46.6,"Wholesale of other machinery, equipment and supplies",1616101111,5,Svc Establ Equip & Supp Distr,,,
46.61,"Wholesale of agricultural machinery, equipment and supplies",1616101011,5,Farm/Garden Mach/Equip Distr,,,
46.63,"Wholesale of mining, construction and civil engineering machinery",1616101010,5,Const/Mining Mach/Equip Distr,,,
46.69,Wholesale of other machinery and equipment,1616101012,5,Industrial Mach & Equip Distr,,,
46.71,"Wholesale of solid, liquid and gaseous fuels and related products",1310141111,5,Petroleum Wholesalers,,,
46.71,"Wholesale of solid, liquid and gaseous fuels and related products",131014111110,6,Distillates Wholesalers,,,
46.71,"Wholesale of solid, liquid and gaseous fuels and related products",131014111111,6,Gasoline Wholesalers,,,
46.71,"Wholesale of solid, liquid and gaseous fuels and related products",131014111112,6,Lubricant Wholesalers,,,
46.71,"Wholesale of solid, liquid and gaseous fuels and related products",131014111113,6,Other Petroleum Wholesalers,,,
46.72,Wholesale of metals and metal ores,17141013,4,Steel Scrap,,,
46.72,Wholesale of metals and metal ores,171413,3,Metal Svc Center & Other Whslrs,,,
46.72,Wholesale of metals and metal ores,17141310,4,Iron & Steel Wholesalers,,,
46.72,Wholesale of metals and metal ores,17141311,4,Steel Processors,,,
46.72,Wholesale of metals and metal ores,1714131110,5,Service Centers,,,
46.72,Wholesale of metals and metal ores,1714131111,5,Toll Processors,,,
46.72,Wholesale of metals and metal ores,171514,3,Metals & Ore Whslrs & Traders,,,
46.73,"Wholesale of wood, construction materials and sanitary equipment",11191314,4,Paint Wholesalers,,,
46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",11191311,4,Hardware Wholesalers,,,
46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",1120151011,5,Plumbing & HVAC Dealers,,,
46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",161610111010,6,Air Heat & A/C Eq & Supp Distr,,,
46.75,Wholesale of chemical products,17101010,4,Agricultural Chemical Distr,,,
46.75,Wholesale of chemical products,171013,3,Chemicals Distribution,,,
46.75,Wholesale of chemical products,17101310,4,Chem & Allied Prods Whslrs,,,
46.75,Wholesale of chemical products,17101311,4,Plastic Matl & Forms Whslrs,,,
46.76,Wholesale of other intermediate products,11191413,4,Industrial Paper Wholesalers,,,
46.9,Non-specialised wholesale trade,11191415,4,Ophthalmic Goods Wholesalers,,,
46.9,Non-specialised wholesale trade,11191418,4,Other Durable Goods Whslrs,,,
46.9,Non-specialised wholesale trade,11191419,4,Other Non-Durable Goods Whslrs,,,
47.1,Retail sale in non-specialised stores,121211,3,Mass Merchants,,,
47.1,Retail sale in non-specialised stores,12121110,4,SuperCenters,,,
47.1,Retail sale in non-specialised stores,12121111,4,Warehouse Clubs,,,
47.1,Retail sale in non-specialised stores,12121112,4,Discount Stores,,,
47.1,Retail sale in non-specialised stores,12121113,4,Dollar Stores,,,
47.19,Other retail sale in non-specialised stores,112013,3,Department Stores,,,
47.19,Other retail sale in non-specialised stores,11201310,4,High-End Department Stores,,,
47.19,Other retail sale in non-specialised stores,11201311,4,Mid-Tier Department Stores,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",121210,3,Food & Drug Stores,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",12121010,4,Supermarkets,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",1212101010,5,Hypermarkets,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",1212101011,5,Superstores,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",1212101012,5,Traditional Supermarkets,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",1212101013,5,Fresh Format,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",1212101014,5,Limited Assortment Stores,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",1212101015,5,Cash & Carry,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",1212101016,5,Supermarket - Online,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",12121011,4,Specialty Food & Staples Stores,,,
47.2,"Retail sale of food, beverages and tobacco in specialised stores",12121012,4,Convenience Stores,,,
47.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery",1212101110,5,Retail Bakeries,,,
47.25,Retail sale of beverages in specialised stores,1212101111,5,"Beer, Wine & Liquor Stores",,,
47.29,Other retail sale of food in specialised stores,1212101112,5,Health & Natural Food Stores,,,
47.29,Other retail sale of food in specialised stores,1212101113,5,Other Specialty Food Stores,,,
47.3,Retail sale of automotive fuel in specialised stores,13101411,4,Petroleum Marketing,,,
47.3,Retail sale of automotive fuel in specialised stores,1310141110,5,Petroleum Retailers,,,
47.3,Retail sale of automotive fuel in specialised stores,131014111010,6,Company Owned Stations,,,
47.3,Retail sale of automotive fuel in specialised stores,13101411101010,7,Distillates - Owned Stations,,,
47.3,Retail sale of automotive fuel in specialised stores,13101411101011,7,Gasoline - Owned Stations,,,
47.3,Retail sale of automotive fuel in specialised stores,131014111011,6,Filling Stations,,,
47.3,Retail sale of automotive fuel in specialised stores,13101411101110,7,Distillates - Filling Stations,,,
47.3,Retail sale of automotive fuel in specialised stores,13101411101111,7,Gasoline - Filling Stations,,,
47.41,"Retail sale of computers, peripheral units and software in specialised stores",11201210,4,Computer & Software Stores,,,
47.43,Retail sale of audio and video equipment in specialised stores,112012,3,Consumer Elec & Applc Stores,,,
47.43,Retail sale of audio and video equipment in specialised stores,11201211,4,Consumer Electronics Stores,,,
47.5,Retail sale of other household equipment in specialised stores,112015,3,Home Products Stores,,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",11201510,4,Building Materials Dealers,,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",1120151010,5,Brick & Stone Bldg Matl Dealers,,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",1120151012,5,"Roof, Siding & Insulation Distr",,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",1120151013,5,Wood Products Dealers,,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",1120151014,5,Other Const Material Dealers,,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",11201513,4,Home Improvement Stores,,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",1120151310,5,Hardware Stores,,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",1120151311,5,Home Centers,,,
47.52,"Retail sale of hardware, paints and glass in specialised stores",1120151313,5,Other Home Improvement Stores,,,
47.54,Retail sale of electrical household appliances in specialised stores,11201212,4,Household Appliance Stores,,,
47.59,"Retail sale of furniture, lighting equipment and other household articles",11201511,4,Furniture Stores,,,
47.59,"Retail sale of furniture, lighting equipment and other household articles",11201512,4,Home Furnishings Stores,,,
47.59,"Retail sale of furniture, lighting equipment and other household articles",11201919,4,Musical Instrument Stores,,,
47.61,Retail sale of books in specialised stores,11201911,4,Book Stores,,,
47.62,Retail sale of newspapers and stationery in specialised stores,11201920,4,Office Supp & Stationery Stores,,,
47.63,Retail sale of music and video recordings in specialised stores,11201918,4,Music & Movie Stores,,,
47.64,Retail sale of sporting equipment in specialised stores,112018,3,Sporting Goods Stores,,,
47.65,Retail sale of games and toys in specialised stores,11201916,4,Toy & Game Stores,,,
47.65,Retail sale of games and toys in specialised stores,11201924,4,Video Game Stores,,,
47.7,Retail sale of other goods in specialised stores,121212,3,Other Specialty Retail - Staples,,,
47.71,Retail sale of clothing in specialised stores,112017,3,Specialty Apparel Stores,,,
47.71,Retail sale of clothing in specialised stores,11201710,4,Apparel Stores - Franchising,,,
47.71,Retail sale of clothing in specialised stores,11201711,4,Child & Infant Clothing Stores,,,
47.71,Retail sale of clothing in specialised stores,11201712,4,Clothing Accessories Stores,,,
47.71,Retail sale of clothing in specialised stores,11201713,4,Family Clothing Stores,,,
47.71,Retail sale of clothing in specialised stores,11201715,4,Men's Clothing Stores,,,
47.71,Retail sale of clothing in specialised stores,11201716,4,Off-Price Apparel,,,
47.71,Retail sale of clothing in specialised stores,11201717,4,Teen & Young Adult Cloth Stores,,,
47.71,Retail sale of clothing in specialised stores,11201718,4,Women's Clothing Stores,,,
47.72,Retail sale of footwear and leather goods in specialised stores,11201714,4,Footwear Stores,,,
47.74,Retail sale of medical and orthopaedic goods in specialised stores,12121013,4,Pharmacies & Drug Stores,,,
47.74,Retail sale of medical and orthopaedic goods in specialised stores,1212101310,5,Pharmacy Drugstores,,,
47.74,Retail sale of medical and orthopaedic goods in specialised stores,1212101311,5,Toiletry Drugstores,,,
47.74,Retail sale of medical and orthopaedic goods in specialised stores,1212101312,5,Pharmacies & Drug - Online,,,
47.75,Retail sale of cosmetic and toilet articles in specialised stores,11201912,4,Cosmetics & Beauty Stores,,,
47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food",1120151312,5,Nursery & Garden Centers,,,
47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food",11201913,4,Florists,,,
47.77,Retail sale of watches and jewelry in specialised stores,112016,3,Jewelry & Watch Stores,,,
47.77,Retail sale of watches and jewelry in specialised stores,11201610,4,Jewelry Stores,,,
